url
datenregister.berlin.de
datenschutz.rlp.de
dblp.org
destatis.de
developer.deutschebahn.com
dgg.bam.de
digis-online.de
dip21.bundestag.de
download.geofabrik.de
download.moers.de
download.vrsinfo.de
downloads.dbpedia.org
dpma.de
duesseldorf.de
duisburg.de
duisburgkontor.de
dwd.de/DE/wetter/vorhersage_aktuell/vhs_brd_node.html
eba.bund.de
efre.nrw.de
elwis.de
energieatlas.berlin.de
erfurt.freifunk.net
eur-lex.europa.eu
evergabe-online.de/search.html?2
fhh1.hamburg.de
finanzdaten.ikvs.de
flow.dai-labor.de
fritz.freiburg.de
gars.nrw.de
gateway.hamburg.de
gdi.gelsenkirchen.de
gdi.ti.bund.de
gdi1.geo.bremen.de
gdws.wsv.bund.de
gdz.bkg.bund.de/
gedenktafeln-in-berlin.de
geldern.de
geo.muelheim-ruhr.de/open-data/13819
geo.sv.rostock.de
geocloud.landesvermessung.sachsen.de
geodaten-mittenwalde.gdi-server.de
geodaten.aachen.de
geodaten.metropoleruhr.de
geodaten.sachsen.de
geodaten1.aachen.de
geodatenzentrum.de
geodienste-hamburg.de
geodienste.bfn.de
geodienste.hamburg.de
geodownload.sachsen.de
geoportal-hamburg.de
geoportal-niederrhein.de
geoportal.bafg.de
geoportal.braunschweig.de
geoportal.duisburg.de
geoportal.frankfurt.de
geoportal.kreis-euskirchen.de
geoportal.kreis-guetersloh.de
geoportal.rlp.de
geoportal.rlp.de:80
geoportal.wuppertal.de:80
geoseaportal.de
geoserver.hochsauerlandkreis.de
geoservices.krzn.de
geoshop.metropoleruhr.de/public/rvr/Startseite
gesetze-im-internet.de
gis-broker.de
gis-rest.nrw.de
gis.hochsauerlandkreis.de
gis.iserlohn.de
gis.kreis-soest.de
gis.menden.de
gis.uba.de
gisdata.krzn.de
github.com
goch.de
ckan.govdata.de
grundbuchportal.de
gsi-berlin.info
hamburg-port-authority.de
hamburg.de
handelsregister.de/rp_web/mask.do?Typ=n
haushalt.fm.nrw.de
herne.de/Stadt-und-Leben/Stadtfakten/Open-Data/
hmbtg.geronimus.info
hochmoseluebergang.rlp.de
hochsauerlandkreis.de/buergerservice/bauen_wohnen_kataster/geo_service/OpenData/
hvv.de
hystreet.com
iatiregistry.org
ig.nrw.de
im.baden-wuerttemberg.de
info.data-run.info
infosis.uba.de
integrationsberichte.nrw.de
ioer-monitor.de/en/maps/maps
isim.rlp.de
jki.bund.de
jugendforum.rlp.de
jum.baden-wuerttemberg.de
karlsruhe.de
katalog-stadtarchiv.kiel.de
kba.de
kiel.de
kis.kreis-viersen.de
kleve.de
krefeld.de
kreis-soest.de/gis/start/opendata/opendata.php
kreis-swm.de
kreis-wesel.de
kriminalitaetsatlas.berlin.de
kultusportal-bw.de
lab.technologiestiftung-berlin.de
laermkartierung1.eisenbahn-bundesamt.de
lak-energiebilanzen.de
landesdatenbank.nrw.de
landesrecht-hamburg.de
landesrecht.rlp.de
landesvermessung.sachsen.de
lanuv.nrw.de
lasv.brandenburg.de
lba.de
lds.sachsen.de
leipzig.de
lgl-bw.de/lgl-internet/opencms/de/07_Produkte_und_Dienstleistungen/Open_Data_Initiative/
lia.nrw.de
lib.bonn.de
list.smwa.sachsen.de
lka-bw.de
lod.b3kat.de
lubw.baden-wuerttemberg.de
luen-ni.de
luft.hamburg.de
lzg.nrw.de
magdeburg.de/Start/B%C3%BCrger-Stadt/Verwaltung-Service/Offene-Verwaltungsdaten
mainzerring.de
mannheim.opendatasoft.com
map.jena.de
maps.dwd.de
mauttabelle.de
mcloud.de
meerbusch.de
mehrgenerationenhaeuser.de
metaver.de
mfw.baden-wuerttemberg.de
mittenwalde.de
moenchengladbach.de/de/aktuell-aktiv/open-data
moers.de
mpanrw.de
mstatistik-muenchen.de
musenkuss-duesseldorf.de
musenkuss-koeln.de
mvi.baden-wuerttemberg.de
mwk.baden-wuerttemberg.de
mydataset.com
netz-duesseldorf.de
neubrandenburg.de/opendata/
nord-sued-bruecken.de
nvbw.de/aufgaben/digitale-mobilitaet/open-data/
odlinfo.bfs.de
offenedaten-koeln.de
offenedaten-wuppertal.de
offenedaten.aachen.de
offenedaten.arnsberg.de
offenedaten.de
offenedaten.frankfurt.de
offenedaten.kdvz-frechen.de
offenedaten.kdvz-frechen.de/group/bad-m%C3%BCnstereifel
offenedaten.kdvz-frechen.de/group/bedburg
offenedaten.kdvz-frechen.de/group/bergheim
offenedaten.kdvz-frechen.de/group/br%C3%BChl
offenedaten.kdvz-frechen.de/group/elsdorf
offenedaten.kdvz-frechen.de/group/h%C3%BCrtgenwald
offenedaten.kdvz-frechen.de/group/heimbach
offenedaten.kdvz-frechen.de/group/j%C3%BClich
offenedaten.kdvz-frechen.de/group/kall
offenedaten.kdvz-frechen.de/group/kerpen
offenedaten.kdvz-frechen.de/group/kreis-euskirchen
offenedaten.kdvz-frechen.de/group/kreuzau
offenedaten.kdvz-frechen.de/group/langerwehe
offenedaten.kdvz-frechen.de/group/linnich
offenedaten.kdvz-frechen.de/group/merzenich
offenedaten.kdvz-frechen.de/group/n%C3%B6rvenich
offenedaten.kdvz-frechen.de/group/niederzier
offenedaten.kdvz-frechen.de/group/siegburg
offenedaten.kdvz-frechen.de/group/titz
offenedaten.kdvz-frechen.de/group/vettwei%C3%9F
offenedaten.kdvz-frechen.de/group/wesseling
offenedaten.kreis-kleve.de
offenedaten.moenchengladbach.de/
offenedaten.moers.de
offenes-jena.de
offenesdatenportal.de
offenesdatenportal.de/organization/gemeinde-wachtendonk
offenesdatenportal.de/organization/krefeld
offenesdatenportal.de/organization/kreis-kleve
offenesdatenportal.de/organization/kreis-viersen
offenesdatenportal.de/organization/krzn
offenesdatenportal.de/organization/stadt-kleve
offenesdatenportal.de/organization/stadt-wesel
ogc.muenchen.de
ogdcockpit.bonn.de
onlinesuche.rlp.de
open-data.bielefeld.de/
open-data.ble.de
open.lklg.net/
open.muelheim-ruhr.de
open.nrw
opendata-duisburg.de
opendata-esri-de.opendata.arcgis.com/
opendata-hro.de
opendata-oepnv.de/
opendata.bayern.de/
opendata.bonn.de
opendata.bvl.bund.de
opendata.dormagen.de
opendata.dortmund.de
opendata.dresden.de
opendata.duesseldorf.de
opendata.dwd.de
opendata.freiburg.de
opendata.gelsenkirchen.de
opendata.halle.de
opendata.hochsauerlandkreis.de
opendata.jena.de
opendata.kreis-viersen.de
opendata.leipzig.de
opendata.mannheim.de
opendata.meerbusch.de
opendata.potsdam.de
opendata.rhein-kreis-neuss.de
opendata.sachsen.de
opendata.schleswig-holstein.de/
opendata.schleswig-holstein.de/organization/landeshauptstadt-kiel
opendata.schleswig-holstein.de/organization/norderstedt
opendata.service-bw.de
opendata.stadt-muenster.de
opendata.wesel.de/
opendata.zitsh.de
opendata.zvbn.opendata.arcgis.com
opengeodata.nrw.de
opengov-muenchen.de
orka-mv.de
ortenaukreis.de/Online-Dienste/Open-Data
overpass-api.de
pegelmobil.de
pegelonline.wsv.de
polizei.nrw
portal-chemnitz.opendata.arcgis.com/
portal-tideelbe.de
portal.mvp.bafin.de/database/InstInfo
portalnok.de
produktcenter.bgr.de
projektzukunft.berlin.de
pub.uni-bielefeld.de/data
radverkehrsnetz.nrw.de
raw.github.com
raw.githubusercontent.com
region.statistik-nord.de
regionalstatistik.de
registry.gdi-de.org
ris.schwalmtal.de
rohstofftransparenz.de
s3-eu-west-1.amazonaws.com
sags-uns.stadt-koeln.de
schleswig-holstein.de
schule-bw.de
schulministerium.nrw.de
sdw.ecb.europa.eu
secure.gelsenkirchen.de
segelflug.de/vereine/welt2000
service.brandenburg.de
service.bund.de
service.mdm-portal.de
services2.arcgis.com
sevas.nrw.de
soest.de
sozialberichte.nrw.de
sozialportal.rlp.de
spiellandschaft-bremen.de
stadt-koeln.de
stadt-mittenwalde.opendata.arcgis.com/
stadtentwicklung.berlin.de
stadtplan.bonn.de
stadtplan.braunschweig.de
stadtplan.leipzig.de
staedtebaufoerderung.info
standardsicherung.schulministerium.nrw.de
standorte-videoueberwachung.bremen.de
statistik-berlin-brandenburg.de
statistik-bremen.de
offenedaten-owl.de
opendata.essen.de
statistik-bw.de
statistik-nord.de
statistik.baden-wuerttemberg.de
statistik.bremen.de
statistik.leipzig.de
statistik.rlp.de
stellenmarkt.nrw.de
stolpersteine-berlin.de
stromnetz-berlin.de
studieninfo-bw.de
suche.transparenz.hamburg.de
svz-bw.de
swb-konzern.de
tes.bam.de
the-locator.eu
thw.de
transparenz.bremen.de
transparenz.karlsruhe.de
u99132.bs.ptb.de
ulm.de
umwelt.bremen.de
umweltbundesamt.de
umweltdaten.landsh.de
umweltprobenbank.de
vattenfall.de
vbb.de
VBB.de
verbraucherportal-bw.de
vergabe.stadt-koeln.de
verkehr.rlp.de
verwaltung-innovativ.de
verwaltungsvorschriften-im-internet.de
vhs-bonn.de
vhs-koeln.de
vhsit.berlin.de
vmp-rheinland.de
vrsinfo.de
vvo-online.de
wabiha.de
wachtendonk.de
wahl.ulm.de
wahlen.bonn.de
wahlen.kdvz-frechen.de
wahlen.stadt-koeln.de
wahlergebnisse.nrw.de
wcs.nrw.de
web3.karlsruhe.de
wesel.de
wfs.nrw.de
wiki.dbpedia.org
wir-tun-was.de
wms.leipzig.de
wms.nrw.de
wsv.de
ww.tc-berlin-weissensee.de
zefys.staatsbibliothek-berlin.de
zoll.de
